Regulator	Score	N_modules	N_targets	Modules	Targets
ZNF649	0.8629168120051627	1.0	96.0	51	TNN|LHFPL3|LMO1|KLHL4|OLIG2|SP4|SHOX2|HSF2|RGR|BEST3|TSPAN11|CPNE4|ZNF292|OLIG1|MMP16|C2orf80|FGF14|ELOVL2|NETO2|ZNF521|CREBZF|ZNF662|FOXN2|ZNF10|CNR1|NOS2|CDK6|FREM2|SNTG1|ZNF441|ZNF354A|CREB3L1|GAS1|MAB21L1|SOCS2|ZNF322|ZNF596|BEX1|NFYA|LRRTM3|ASIC4|ETV1|FLRT3|DRAXIN|FAM181B|ZEB1|ZNF502|IGF2BP3|WSCD1|KLF12|FBN3|TCF12|FOXG1|GRIK3|DSCAM|BATF3|ACOT12|TMEM132B|TBX2|NKX2-2|KCTD14|TENM1|CCER2|TRIM71|CREB5|PNPLA3|RFX7|ERF|EGFR|STK32B|POU3F3|ZBTB24|ZNF718|SATB2|COL9A3|SOX8|KCNIP1|ZNF84|NKAIN4|TAS2R7|SEC61G|TAS2R8|NEU4|CDC5L|ASCL1|ZBTB2|FLRT1|VGF|ZNF80|ZNF114|XKR5|MYT1|ADAM33|E2F3|COL20A1|LHFPL4
SP4	0.8627814236570287	1.0	96.0	51	TNN|LHFPL3|LMO1|KLHL4|OLIG2|SP4|SHOX2|HSF2|RGR|BEST3|TSPAN11|CPNE4|ZNF292|OLIG1|MMP16|C2orf80|FGF14|ELOVL2|NETO2|ZNF521|CREBZF|ZNF662|FOXN2|ZNF10|CNR1|NOS2|CDK6|FREM2|SNTG1|ZNF441|ZNF354A|CREB3L1|GAS1|MAB21L1|SOCS2|ZNF322|ZNF596|BEX1|NFYA|LRRTM3|ASIC4|ETV1|FLRT3|DRAXIN|FAM181B|ZEB1|ZNF502|IGF2BP3|WSCD1|KLF12|FBN3|TCF12|FOXG1|GRIK3|DSCAM|BATF3|ACOT12|TMEM132B|TBX2|NKX2-2|KCTD14|TENM1|CCER2|TRIM71|CREB5|PNPLA3|RFX7|ERF|EGFR|STK32B|POU3F3|ZBTB24|ZNF718|SATB2|COL9A3|SOX8|KCNIP1|ZNF84|NKAIN4|TAS2R7|SEC61G|TAS2R8|NEU4|CDC5L|ASCL1|ZBTB2|FLRT1|VGF|ZNF80|ZNF114|XKR5|MYT1|ADAM33|E2F3|COL20A1|LHFPL4
ZNF559	0.8608671747755541	1.0	102.0	29	PCDHGA1|ZNF770|ZNF280D|ZNF627|ATF2|ZNF880|ANKRD20A1|SMAD4|ZNF559|ZBTB6|ZNF540|ZBTB10|ZNF721|POU5F2|HES7|FOXN2|ZNF24|ZNF639|MYNN|ZNF75A|ZNF778|ZNF441|ZNF154|ZNF844|ZNF846|ZNF443|ZNF654|ZNF625|ZNF644|ZNF763|GABPA|ZFHX4|MYBL1|ZNF621|CEBPG|ZNF717|DCC|ZNF133|ZNF266|SMAD2|CREB1|ZNF850|ZBTB43|ZNF709|TOX|KCNT2|ZNF534|ZGLP1|CARF|ZNF823|ZNF799|ZNF140|DRD2|ZNF619|ZBTB20|ZNF563|ZNF333|ZNF345|ZNF714|CCDC144A|ZNF652|ZNF169|RLF|ZNF490|ZNF157|ZFP28|MGA|ZNF433|SMAD5|ELK4|GTF2IRD2|ZSCAN32|ZBTB37|NFXL1|ZNF684|HEY1|ZNF148|ZNF565|NR2C1|ZNF268|ZNF544|SP3|ZNF564|RFX7|PURA|PROX1|UBP1|ZNF337|ZNF792|GLRA4|ZNF808|ZNF516|FOXJ3|ZNF484|ZBTB11|ZNF23|ZNF77|ZNF320|ZNF708|EFHB|ZBTB41|ZFP2
ZNF34	0.8574189119924764	2.0	100.0	15|53	EBF4|FOXK2|POU6F1|ZNF169|ZNF142|TP53AIP1|ZNF589|ZNF362|ZKSCAN8|ZNF782|PROX1|ADNP|PRDM2|ZNF70|ZNF774|ZNF605|TFAP2E|PRSS55|PRDM15|HES7|CYP3A43|ZFHX2|GTF2IRD1|ZNF785|GTF2IRD2|ZNF34|FXYD2|ZNF232|ZNF177|TCF7L1|DRD2|ZBED3|ZNF445|ZNF236|ZKSCAN3|HIC2|NFIX|ZNF514|PBX1|ZBTB39|SKOR1|SOX12|EBF4|FOXK2|ZNF496|ZNF296|ZNF517|ZNF142|TCF3|ZNF7|ZNF362|ZNF692|ZNF774|ZBTB40|ZNF2|ZBTB49|ZSCAN20|ZNF202|ZNF384|ZNF740|ZNF687|ZNF232|ZNF625|ZNF514|ZBTB39|MEF2B|POU6F1|HINFP|ZNF623|SYCE2|ZNF500|TCF7L2|ZNF337|ZNF70|TFAP2E|GLRA4|PRDM15|SP2|ZFHX2|GTF2IRD1|ZNF785|ZNF34|ZNF174|NFYC|FGF17|ZNF341|ZNF251|TCF7L1|ZBED3|ZNF696|ZNF16|IKZF4|ZNF236|HIC2|GLI4|NFIX|NFATC3|TFAP4|SKOR1|SOX12
RXRG	0.8550218700047537	1.0	10.0	115	LRRC10B|CLGN|ERICH3|CFAP74|VSTM5|AGBL4|GPR27|RNF175|KCNA5|CHRDL1
GFI1	0.8533638711727515	1.0	11.0	69	FOXP1|RUNX3|VENTX|GPR141|KLHDC7B|ITK|CLEC12A|IRF4|GFI1|ESR1|LTB
NR2F6	0.8503237345313928	1.0	94.0	13	GABRQ|LHFPL3|NKAIN1|GPR179|PCP4|TSPAN11|PODN|KIAA1755|SIM2|SNX22|BCL11A|TMEFF1|B4GALNT1|DNER|CPXM1|C2orf80|ELFN1|KIF26A|FGF14|EYA1|GRIK2|RGS8|SATB1|NPR3|BAMBI|C1QL1|CDH3|SOX1|SNTG1|CABP7|PDGFRA|DGKI|CACNA1G|ZFP69|VWC2L|EPHB1|SLC8A3|IGLON5|FBN3|SUSD4|WNT7B|KCND2|TFAP2A|CD24|SLITRK2|CDH13|PROM1|BMP8B|NUDT10|LRRC4C|PKIA|KLRC2|NKX2-2|DRP2|PKNOX2|TRIM71|LNX1|WDR86|ARHGEF16|FBLL1|COL9A1|OXCT2|MEIS3|MEGF11|EFCAB5|DCT|FCRLA|PCDH15|CHRNA3|MYO5B|MDFI|ZNF469|KCNK10|MN1|B4GALT6|SAMD11|SLCO5A1|SORCS3|VGF|KLHL35|RASL11B|MYT1|B4GALNT3|SYT6|MAP3K15|BMPER|TOX3|RAB3B|NAT16|IGF2|MMP17|GDNF|COL20A1|SCN1A
ZNF282	0.836749672599524	1.0	21.0	27	ZSCAN25|ZNF853|NRF1|ZKSCAN1|ZNF212|ZNF746|GTF2I|ZNF282|ZNF775|ZNF316|ZNF786|ZNF777|GTF2IRD2B|DMTF1|CUX1|ZSCAN21|ZNF425|ZNF789|ZKSCAN5|ZNF398|ZNF3
TFCP2L1	0.8359881857745048	1.0	21.0	65	COL25A1|ZNF552|TSTD1|CCDC175|ADRA1D|CHODL|LANCL3|ABCA6|OTX1|NPNT|COL23A1|RASEF|ZDHHC23|GULP1|UNC5C|MSMP|USP6|CHRNA1|NCMAP|SLC16A11|ADAMTS18
SNAI2	0.8159262328508377	2.0	63.0	17|84	ITGA8|TBX18|ACTG2|C7|COL12A1|FBLN2|COL5A1|COL6A2|COL6A3|ASPN|COL1A1|DCN|ISLR|FHL2|CNN1|LUM|FAP|PCOLCE|P4HA3|FOXC2|STRA6|MEDAG|CFH|COL15A1|COL13A1|CTHRC1|LTBP2|CYP1B1|COL3A1|ADAMTS2|VGLL3|MGP|KDELR3|HIC1|PDGFRL|ITGBL1|COL1A2|HTRA3|TAGLN|FOXC2|STRA6|MEDAG|PAPPA|COL15A1|COL13A1|COL12A1|GPX8|KRT8|CTHRC1|CYP1B1|FOXL1|HEYL|RFX8|COL6A2|ASPN|DCN|ISLR|HTRA3|FHL2|PCOLCE|KRT18|RARRES1|ALDH1A3
CSRNP1	0.815285317194221	1.0	17.0	86	GPR183|CSRNP1|KLF4|SRF|NR4A3|CREM|JUNB|EGR1|NR4A1|FOSB|FOS|KLF6|JDP2|RGS1|EGR2|EGR3|NR4A2
IRF3	0.8128205083991975	1.0	94.0	13	GABRQ|LHFPL3|NKAIN1|GPR179|PCP4|TSPAN11|PODN|KIAA1755|SIM2|SNX22|BCL11A|TMEFF1|B4GALNT1|DNER|CPXM1|C2orf80|ELFN1|KIF26A|FGF14|EYA1|GRIK2|RGS8|SATB1|NPR3|BAMBI|C1QL1|CDH3|SOX1|SNTG1|CABP7|PDGFRA|DGKI|CACNA1G|ZFP69|VWC2L|EPHB1|SLC8A3|IGLON5|FBN3|SUSD4|WNT7B|KCND2|TFAP2A|CD24|SLITRK2|CDH13|PROM1|BMP8B|NUDT10|LRRC4C|PKIA|KLRC2|NKX2-2|DRP2|PKNOX2|TRIM71|LNX1|WDR86|ARHGEF16|FBLL1|COL9A1|OXCT2|MEIS3|MEGF11|EFCAB5|DCT|FCRLA|PCDH15|CHRNA3|MYO5B|MDFI|ZNF469|KCNK10|MN1|B4GALT6|SAMD11|SLCO5A1|SORCS3|VGF|KLHL35|RASL11B|MYT1|B4GALNT3|SYT6|MAP3K15|BMPER|TOX3|RAB3B|NAT16|IGF2|MMP17|GDNF|COL20A1|SCN1A
NFKB1	0.8098179231398052	1.0	65.0	3	CFB|SOCS3|IER3|NFKB2|FCN1|C15orf48|CCL2|CXCL5|THBS1|PTGS2|TNFSF14|SLC39A8|ANPEP|IL1RN|BCL2A1|FFAR2|TNFAIP2|OSM|IL1B|LIF|CEBPD|HMOX1|PTX3|SLC16A10|CEBPB|TREML2|CXCL8|RRAD|AQP9|ICAM1|THBD|CHI3L2|KCNJ15|PLAUR|NAMPT|LILRA5|IL6|TGFBI|STC1|BHLHE40|TREM1|MAFF|SAA2|CXCL2|CXCL1|BIRC3|MMP19|ADAM8|LILRA6|SOD2|S100A9|CXCL3|IL32|VDR|RELB|HSD11B1|FCAR|STAT3|G0S2|IL1A|PLIN2|HSPA6|FOSL2|KLF10|NFKB1
LEF1	0.8035947802858545	1.0	11.0	114	FIBCD1|CLIC5|LEF1|NMUR1|THSD7B|SOX17|SOX18|GLI1|ANO1|PTCH1|HEYL
ZNF469	0.7996247203498831	1.0	27.0	73	F12|BMP8B|KLRC2|PODN|ELFN1|OXCT2|DLX5|EYA1|NPR3|BAMBI|FCRLA|MYO5B|ZNF469|CDH3|SAMD11|SLCO5A1|PDGFRA|ZEB2|ZFP69|PRSS35|RARB|RASL11B|COL11A1|SYT6|IGF2|GDNF|TFAP2A
NFE2L3	0.7988651946221814	1.0	18.0	34	ADM|NFIL3|ZNF395|ENO1|HILPDA|GPRC5A|SPAG4|ANGPTL4|STC2|NDRG1|HMOX1|LOX|CLEC5A|CA12|VEGFA|PLIN2|CA9|NPC1L1
ZNF675	0.7794225126514057	1.0	18.0	52	ZNF682|ZNF431|ZNF440|ZNF345|ZNF430|ZNF253|ZNF486|ZNF91|ZNF85|ZNF675|ZNF493|ZNF506|ZNF254|ZNF66|ZNF90|ZNF43|ZNF93|ZNF100
ZNF606	0.7755316955737035	1.0	31.0	41	ZBTB26|ZNF354C|ZSCAN9|ZKSCAN2|ZNF391|POU2F1|BEST3|ZFP62|ZNF69|ZNF512|TP53AIP1|ZKSCAN8|ZNF782|ZNF721|ZFP90|ZNF605|ZNF454|ZNF709|ZNF287|ZNF594|ZC3H8|ZNF382|FXYD2|ZNF75A|ZNF397|ZNF177|ZNF879|ZNF23|ZNF445|ZKSCAN3|ZFP2
ZNF324	0.7752945480647674	1.0	34.0	23	ZNF784|ZNF496|ZNF296|CC2D1A|ZSCAN5A|ZNF444|ZNF554|ZNF133|ERF|ZSCAN22|ZNF628|ZNF692|ZNF324|ZNF584|ZNF581|ZNF580|ZNF526|ZNF574|ZNF576|ZNF446|ZNF512B|ZSCAN32|ZNF414|ZNF341|ZBTB45|MYPOP|ZNF497|CIC|ZNF324B|WIZ|ZNF865|ZNF579|ZNF835|MZF1
PKNOX2	0.7746377983631436	2.0	52.0	15|90	EBF4|FOXK2|POU6F1|ZNF169|ZNF142|TP53AIP1|ZNF589|ZNF362|ZKSCAN8|ZNF782|PROX1|ADNP|PRDM2|ZNF70|ZNF774|ZNF605|TFAP2E|PRSS55|PRDM15|HES7|CYP3A43|ZFHX2|GTF2IRD1|ZNF785|GTF2IRD2|ZNF34|FXYD2|ZNF232|ZNF177|TCF7L1|DRD2|ZBED3|ZNF445|ZNF236|ZKSCAN3|HIC2|NFIX|ZNF514|PBX1|ZBTB39|SKOR1|SOX12|SLITRK2|PKNOX2|GRIK3|RPE65|MYO16|LRRC4C|MEIS3|FLRT3|MEGF11|KCND2
GLIS3	0.773231110520703	1.0	11.0	58	PROC|KCTD19|ELF2|TNK1|PKNOX1|TRIM7|ATP6V1C2|ZNF280B|TOX2|WNT9A|GLB1L2
SOX17	0.7731749650308385	1.0	11.0	114	FIBCD1|CLIC5|LEF1|NMUR1|THSD7B|SOX17|SOX18|GLI1|ANO1|PTCH1|HEYL
SLC2A4RG	0.7518934274754565	2.0	29.0	72|82	MXI1|ZNF438|ADAMTS20|ZNF33A|GDF7|ZNF37A|ZNF485|FERMT1|ZNF248|GATA2|SMOC1|ZNF572|HEY2|ZNF32|ZNF25|PCDH15|RPE65|FBXL2|TCEAL2|SOX1|IKZF2|PKIA|TVP23A|CACNA1A|DNER|SCRG1|GRIK2|SCN1A|DCT
PLAG1	0.7440141016203528	2.0	25.0	80|110	SKIDA1|ZNF521|ZNF713|APOL4|MRPS17|IGSF3|TBX1|LAMA1|MAB21L1|PHKG1|SOX9|EGFR|VOPP1|ELOVL2|KLF3|MEF2A|GPR82|CREB3L2|AZGP1|PLAG1|ANKRD22|FAM177B|MMRN1|AHR|GLDN
ZBTB7C	0.7413834711521591	1.0	21.0	46	NTRK1|GSDMC|MFAP4|RORC|PLEKHG4B|GPR39|CLDN4|IRX3|CA3|WNT9A|KCP|SDK1|CILP2|TRABD2B|FIBCD1|CHIT1|ZBTB7C|HMCN2|ZBTB46|INSRR|TMEM132E
ZNF512	0.738791336297973	2.0	26.0	82|98	PCDH15|RPE65|FBXL2|TCEAL2|SOX1|IKZF2|PKIA|TVP23A|CACNA1A|DNER|SCRG1|GRIK2|SCN1A|DCT|ZNF687|ZNF629|ZNF48|MESP1|ZNF771|ZNF668|DBP|RFX5|ZNF672|ZNF213|NFYC|IGFL4
ZNF77	0.7308462047328859	1.0	35.0	59	ZNF700|ZNF880|ZNF44|ZNF343|ZNF714|ZNF317|SYCE2|ZSCAN5A|ZNF121|ZNF490|ZNF791|ZNF101|ZNF667|ZFP28|ZSCAN22|ZNF558|MGA|ZNF792|ZNF470|ZGLP1|ZNF136|ZNF699|ZSCAN32|ZNF442|ZNF441|ZNF57|ZNF20|ZNF557|ZNF625|ZNF836|ZNF562|ZNF347|ZNF626|ZNF528|ZNF563
ZNF420	0.7265717389133152	1.0	87.0	1	ZNF132|ZNF566|ZNF530|ZNF570|ZNF569|ZNF613|ZNF420|ZNF221|ZNF615|ZNF776|ZNF559|ZNF14|ZNF677|ZNF260|ZNF607|ZNF285|ZNF180|ZNF224|ZNF225|ZNF30|ZNF222|ZNF175|ZNF585B|ZNF223|ZNF599|ZNF226|ZNF283|ZNF112|ZNF555|ZNF383|ZNF546|ZNF582|ZNF614|ZNF254|ZNF567|ZNF547|ZNF836|ZNF350|ZNF573|ZNF577|ZNF234|ZNF529|ZNF45|ZNF304|ZNF527|ZNF431|ZNF461|ZNF230|ZNF71|ZNF780B|ZFP14|ZNF91|ZNF568|ZNF793|ZFP30|ZNF829|ZNF585A|ZNF181|ZNF235|ZNF571|ZNF8|ZNF671|ZNF772|ZNF606|ZNF549|ZNF17|ZNF551|ZNF780A|ZNF146|ZIK1|ZNF419|ZNF616|ZNF439|ZNF773|ZNF583|ZNF814|ZNF416|ZNF493|ZNF227|ZNF211|ZNF284|ZNF480|ZNF790|ZNF134|ZNF155|ZNF418|ZNF302
ZFP30	0.7232604624095188	1.0	18.0	52	ZNF682|ZNF431|ZNF440|ZNF345|ZNF430|ZNF253|ZNF486|ZNF91|ZNF85|ZNF675|ZNF493|ZNF506|ZNF254|ZNF66|ZNF90|ZNF43|ZNF93|ZNF100
HEYL	0.7148270176124014	2.0	25.0	94|114	NSUN7|SEC61G|SHOX2|POU3F2|LANCL2|TBX1|RBP1|FBXO17|DES|TGIF2|ZSCAN12|NMNAT3|EGFR|SH2D4A|FIBCD1|CLIC5|LEF1|NMUR1|THSD7B|SOX17|SOX18|GLI1|ANO1|PTCH1|HEYL
RARA	0.7089075543097104	1.0	11.0	42	CSRNP2|STAC2|RARA|HSF4|NXPH4|ACAN|DNAH11|TFR2|ESPN|ATG9B|PRPH
XBP1	0.7042223475519973	2.0	111.0	18|36	RASGEF1C|RAB33A|CHADL|ERBB3|PDE11A|ZNF488|GPD1|FAM178B|GAL3ST1|SOX10|PTGDS|PLLP|NANOS1|CMTM5|POLR2F|UGT8|OMG|BCAS1|LGR5|KCNH8|ENPP6|TUBB4A|ZDHHC11B|ASPA|DSCAML1|LCNL1|ZNF536|IL1RAPL1|FAM222A|AEBP1|SOCS3|MYZAP|GDF15|RAB36|AHNAK2|RGS22|TEAD3|C2orf50|PDPN|SRPX2|RARRES2|TXLNB|LCTL|CXCL14|EVC2|IGFBP2|FLNC|SPOCD1|C6orf141|RUNX1|GPX8|MDK|TPPP3|LIF|NFATC4|RBP1|SOD3|TMIE|GCOM1|PTX3|TIMP1|NMNAT3|LRRC2|CPA4|FAM181A|ARSJ|CHI3L1|SH2D4A|LRRC55|NSUN7|FMOD|KCNE4|ABCA5|SPAG17|LRRFIP1|ADAM12|CLCF1|PLAU|DES|EMP3|FOSL1|VASN|CA12|CHRNA9|PDLIM4|F3|ELK3|TNFAIP6|TOM1L1|COL8A1|CLDN1|ABCC3|HES1|CCDC8|HSPB7|PIRT|FER1L5|CFAP45|LOXL1|MAOB|DDIT4L|TMEM158|PLA2G5|FBXO17|LGALS3|MT2A|ITGA3|STAT3|SERPINE1|HPD|SLC47A2
SATB1	0.7008295039264445	1.0	14.0	82	PCDH15|RPE65|FBXL2|TCEAL2|SOX1|IKZF2|PKIA|TVP23A|CACNA1A|DNER|SCRG1|GRIK2|SCN1A|DCT
ZNF236	0.6965016526799004	1.0	58.0	53	EBF4|FOXK2|ZNF496|ZNF296|ZNF517|ZNF142|TCF3|ZNF7|ZNF362|ZNF692|ZNF774|ZBTB40|ZNF2|ZBTB49|ZSCAN20|ZNF202|ZNF384|ZNF740|ZNF687|ZNF232|ZNF625|ZNF514|ZBTB39|MEF2B|POU6F1|HINFP|ZNF623|SYCE2|ZNF500|TCF7L2|ZNF337|ZNF70|TFAP2E|GLRA4|PRDM15|SP2|ZFHX2|GTF2IRD1|ZNF785|ZNF34|ZNF174|NFYC|FGF17|ZNF341|ZNF251|TCF7L1|ZBED3|ZNF696|ZNF16|IKZF4|ZNF236|HIC2|GLI4|NFIX|NFATC3|TFAP4|SKOR1|SOX12
ELF2	0.6958414892162796	1.0	11.0	58	PROC|KCTD19|ELF2|TNK1|PKNOX1|TRIM7|ATP6V1C2|ZNF280B|TOX2|WNT9A|GLB1L2
MXD4	0.6921421333433421	2.0	64.0	10|30	NETO1|CRTAC1|ZC3H12B|KCNQ5|MACROD2|CNTN1|NALCN|ERBB4|USP43|AFF2|FGF9|FUT9|CSDC2|SGCD|DPP10|GALNT13|TRIM67|OTOGL|MCF2L2|ARPP21|KCNIP3|LUZP2|EFCAB5|FAM135B|PCDH7|GABBR2|TCEAL2|KCNH8|FGF12|CACNA1A|EPB41L4B|SLITRK1|DLGAP1|PHACTR3|ZFPM2|CDH20|SLITRK5|CSMD3|RPS6KA6|LRRTM1|MXD4|ZBTB3|ZNF764|ZNF771|SOX13|ZNF319|ZKSCAN4|ZNF691|ZNF768|PBX2|ZNF219|ATF6B|ZNF689|FOXO4|ZNF48|ZNF76|ZNF646|ZNF688|ZBTB22|RFX5|TP53|KLF13|E2F4|RXRB
SOX2	0.687431504953737	2.0	24.0	100|118	GLIS3|NR2F1|GADD45G|SOX5|SNCAIP|MOB3B|RFX3|FERMT1|IGFN1|MSTN|ZBTB5|ANGPTL1|POU3F4|FAT3|SOX9|SNCAIP|CADM2|MPPED2|BCHE|GRIA2|FAM181B|SOX21|TRPS1|LHFPL4
ZNF726	0.6862977001713495	1.0	72.0	9	NR2C2|ZNF286A|ZNF354C|ZNF737|ZNF35|SP4|ZNF682|POU2F1|ZNF253|ZNF649|SMAD4|ZFP37|ZNF292|ZNF131|ZNF512|ZNF519|ZNF782|ZBTB10|ZFP90|SMAD5|ZNF454|ZC3H8|ZNF891|ZNF678|ZNF10|ZNF382|ZFP1|ZNF195|ZNF24|ZNF669|ZNF300|ZNF660|ZNF85|ZNF675|ZNF879|ZNF595|ZNF90|ZBTB8A|ZNF726|ZNF93|ZBTB26|ZSCAN26|PGBD1|ZSCAN9|ZNF852|MYBL1|ZNF286B|ZNF510|ZNF141|ZFP62|ZNF781|VEZF1|ZKSCAN7|ZNF69|ZNF491|ZNF43|ZNF197|TCF4|ZNF501|ZNF184|CREB1|ZSCAN23|ZNF850|ZNF620|ZNF250|ZSCAN16|ZNF84|ZBTB8B|ZNF486|ZNF397|ZNF66|ZNF429
ZKSCAN8	0.6852567206619853	1.0	31.0	41	ZBTB26|ZNF354C|ZSCAN9|ZKSCAN2|ZNF391|POU2F1|BEST3|ZFP62|ZNF69|ZNF512|TP53AIP1|ZKSCAN8|ZNF782|ZNF721|ZFP90|ZNF605|ZNF454|ZNF709|ZNF287|ZNF594|ZC3H8|ZNF382|FXYD2|ZNF75A|ZNF397|ZNF177|ZNF879|ZNF23|ZNF445|ZKSCAN3|ZFP2
HOXA10	0.6805421700777453	1.0	15.0	47	ZNF449|HOXA1|COL2A1|ZIC1|LTK|FOXF1|FOXD1|HOXA10|GSTM1|TWIST1|GRB14|TBX15|HAPLN1|SCML4|ULBP1
ZNF22	0.6778471865642475	1.0	12.0	105	GMEB1|ZNF22|ZNF281|ELF2|ZNF32|NFYA|IKZF5|FERMT1|COCH|PEG10|ZNF492|ZNF518A
ZNF846	0.6659015617381523	1.0	11.0	42	CSRNP2|STAC2|RARA|HSF4|NXPH4|ACAN|DNAH11|TFR2|ESPN|ATG9B|PRPH
ZNF780B	0.660680249080452	1.0	102.0	29	PCDHGA1|ZNF770|ZNF280D|ZNF627|ATF2|ZNF880|ANKRD20A1|SMAD4|ZNF559|ZBTB6|ZNF540|ZBTB10|ZNF721|POU5F2|HES7|FOXN2|ZNF24|ZNF639|MYNN|ZNF75A|ZNF778|ZNF441|ZNF154|ZNF844|ZNF846|ZNF443|ZNF654|ZNF625|ZNF644|ZNF763|GABPA|ZFHX4|MYBL1|ZNF621|CEBPG|ZNF717|DCC|ZNF133|ZNF266|SMAD2|CREB1|ZNF850|ZBTB43|ZNF709|TOX|KCNT2|ZNF534|ZGLP1|CARF|ZNF823|ZNF799|ZNF140|DRD2|ZNF619|ZBTB20|ZNF563|ZNF333|ZNF345|ZNF714|CCDC144A|ZNF652|ZNF169|RLF|ZNF490|ZNF157|ZFP28|MGA|ZNF433|SMAD5|ELK4|GTF2IRD2|ZSCAN32|ZBTB37|NFXL1|ZNF684|HEY1|ZNF148|ZNF565|NR2C1|ZNF268|ZNF544|SP3|ZNF564|RFX7|PURA|PROX1|UBP1|ZNF337|ZNF792|GLRA4|ZNF808|ZNF516|FOXJ3|ZNF484|ZBTB11|ZNF23|ZNF77|ZNF320|ZNF708|EFHB|ZBTB41|ZFP2
ZNF33A	0.6587874270030006	2.0	24.0	76|105	PRDM16|ADIG|OLFM4|ZBTB4|SOX13|ZNF691|TP53|GHRHR|RASD1|HOMEZ|IGFL4|C10orf62|GMEB1|ZNF22|ZNF281|ELF2|ZNF32|NFYA|IKZF5|FERMT1|COCH|PEG10|ZNF492|ZNF518A
GTF2IRD1	0.657255664731651	2.0	92.0	25|53	PTCHD4|SCN9A|SCG2|ESR2|SCN7A|INMT|DIRAS3|LMOD1|COL22A1|COL19A1|AZGP1|UCN2|BDNF|MCHR1|TRPM8|HTR4|AIRE|DHH|TGFA|IGF2BP2|ELMOD1|ZFX|SEC14L6|EDA2R|CPNE8|PCSK1|MUC12|GRIA1|RYR3|ZNF436|RGS17|NGFR|NPAS2|PTPRH|EBF4|FOXK2|ZNF496|ZNF296|ZNF517|ZNF142|TCF3|ZNF7|ZNF362|ZNF692|ZNF774|ZBTB40|ZNF2|ZBTB49|ZSCAN20|ZNF202|ZNF384|ZNF740|ZNF687|ZNF232|ZNF625|ZNF514|ZBTB39|MEF2B|POU6F1|HINFP|ZNF623|SYCE2|ZNF500|TCF7L2|ZNF337|ZNF70|TFAP2E|GLRA4|PRDM15|SP2|ZFHX2|GTF2IRD1|ZNF785|ZNF34|ZNF174|NFYC|FGF17|ZNF341|ZNF251|TCF7L1|ZBED3|ZNF696|ZNF16|IKZF4|ZNF236|HIC2|GLI4|NFIX|NFATC3|TFAP4|SKOR1|SOX12
ETV3	0.6558662635988971	1.0	21.0	46	NTRK1|GSDMC|MFAP4|RORC|PLEKHG4B|GPR39|CLDN4|IRX3|CA3|WNT9A|KCP|SDK1|CILP2|TRABD2B|FIBCD1|CHIT1|ZBTB7C|HMCN2|ZBTB46|INSRR|TMEM132E
ZBTB7B	0.6524532279342984	1.0	96.0	51	TNN|LHFPL3|LMO1|KLHL4|OLIG2|SP4|SHOX2|HSF2|RGR|BEST3|TSPAN11|CPNE4|ZNF292|OLIG1|MMP16|C2orf80|FGF14|ELOVL2|NETO2|ZNF521|CREBZF|ZNF662|FOXN2|ZNF10|CNR1|NOS2|CDK6|FREM2|SNTG1|ZNF441|ZNF354A|CREB3L1|GAS1|MAB21L1|SOCS2|ZNF322|ZNF596|BEX1|NFYA|LRRTM3|ASIC4|ETV1|FLRT3|DRAXIN|FAM181B|ZEB1|ZNF502|IGF2BP3|WSCD1|KLF12|FBN3|TCF12|FOXG1|GRIK3|DSCAM|BATF3|ACOT12|TMEM132B|TBX2|NKX2-2|KCTD14|TENM1|CCER2|TRIM71|CREB5|PNPLA3|RFX7|ERF|EGFR|STK32B|POU3F3|ZBTB24|ZNF718|SATB2|COL9A3|SOX8|KCNIP1|ZNF84|NKAIN4|TAS2R7|SEC61G|TAS2R8|NEU4|CDC5L|ASCL1|ZBTB2|FLRT1|VGF|ZNF80|ZNF114|XKR5|MYT1|ADAM33|E2F3|COL20A1|LHFPL4
ZBTB34	0.6399743299043411	1.0	13.0	66	RBPJ|ZNF281|AIM2|CALCRL|SKIL|FERMT1|ATOH8|ZEB2|ZNF189|ZNF695|ZNF560|ZBTB34|ZNF124
AR	0.6327013462864809	1.0	12.0	76	PRDM16|ADIG|OLFM4|ZBTB4|SOX13|ZNF691|TP53|GHRHR|RASD1|HOMEZ|IGFL4|C10orf62
ZNF165	0.6241966482868315	2.0	76.0	7|62	HYDIN|DCDC1|CFAP126|CFAP54|ZMYND10|SLC9C2|VWA3B|CCDC65|CFAP52|DNAH5|DNAAF1|LRRC74B|MAK|TEKT1|C7orf57|DNAAF3|ZBBX|MORN5|SPEF1|WDR93|PRR29|ANKRD45|FOXJ1|DNAI1|CFAP43|SDR42E2|EFHC2|DNAH6|ROPN1L|CFAP57|DRC1|RSPH4A|DRC7|C6orf118|VWA3A|NEK5|RSPH1|DCDC1|CFAP126|CFAP54|ZMYND10|SLC9C2|VWA3B|CCDC65|CFAP52|DNAH5|DNAAF1|LRRC74B|MAK|TTC29|TEKT1|C7orf57|ZNF165|ZBBX|MORN5|SPEF1|WDR93|PRR29|ANKRD45|FOXJ1|DNAI1|CFAP43|SDR42E2|EFHC2|DNAH6|ROPN1L|CFAP57|DRC1|RSPH4A|DRC7|C6orf118|ANKUB1|VWA3A|DTHD1|NEK5|RSPH1
